Away,Year,Date,MonthNo,DayNum,Time,Home,Week,Game,Weekday,AwayWL,HomeWL,AwayPts,HomePts,AwayMargin,HomeMargin,OT,Spread,vs. Line,Over/Under,OU Result
BUF,2013,2013-12-29,12,29,4:25,NWE,17,16,Sun,L,W,20,34,-14,14,,7,not covered,46.5,over
CLE,2013,2013-09-15,9,15,1:02,BAL,2,2,Sun,L,W,6,14,-8,8,,7,not covered,43.5,under
CLE,2013,2013-09-22,9,22,1:05,MIN,3,3,Sun,W,L,31,27,4,-4,,7,covered,40,over
CLE,2013,2013-10-27,10,27,1:02,KAN,8,8,Sun,L,W,17,23,-6,6,,7,covered,39,over
IND,2013,2013-12-08,12,8,1:02,CIN,14,13,Sun,L,W,28,42,-14,14,,7,not covered,43,over
IND,2013,2013-12-22,12,22,1:02,KAN,16,15,Sun,W,L,23,7,16,-16,,7,covered,46.5,under
NYJ,2013,2013-12-29,12,29,1:02,MIA,17,16,Sun,W,L,20,7,13,-13,,7,covered,41,under
OAK,2013,2013-11-10,11,10,1:03,NYG,10,9,Sun,L,W,20,24,-4,4,,7,covered,41.5,over
STL,2013,2013-10-20,10,20,1:03,CAR,7,7,Sun,L,W,15,30,-15,15,,7,not covered,42,over
STL,2013,2013-11-10,11,10,1:03,IND,10,10,Sun,W,L,38,8,30,-30,,7,covered,43,over
BAL,2013,2013-12-29,12,29,1:02,CIN,17,16,Sun,L,W,17,34,-17,17,,7,not covered,43,over
TAM,2013,2013-11-24,11,24,1:03,DET,12,11,Sun,W,L,24,21,3,-3,,7,covered,48.5,under
BUF,2013,2013-10-20,10,20,1:02,MIA,7,7,Sun,W,L,23,21,2,-2,,6.5,covered,43.5,over
HOU,2013,2013-12-29,12,29,1:02,TEN,17,16,Sun,L,W,10,16,-6,6,,6.5,covered,44.5,under
MIN,2013,2013-09-15,9,15,1:03,CHI,2,2,Sun,L,W,30,31,-1,1,,6.5,covered,41,over
PIT,2013,2013-09-16,9,16,8:41,CIN,2,2,Mon,L,W,10,20,-10,10,,6.5,not covered,40,under
TAM,2013,2013-10-20,10,20,1:02,ATL,7,6,Sun,L,W,23,31,-8,8,,6.5,not covered,43,over
TAM,2013,2013-12-01,12,1,1:04,CAR,13,12,Sun,L,W,6,27,-21,21,,6.5,not covered,41,under
GNB,2013,2013-11-28,11,28,12:36,DET,13,12,Thu,L,W,10,40,-30,30,,6,not covered,48.5,over
HOU,2013,2013-10-20,10,20,4:26,KAN,7,7,Sun,L,W,16,17,-1,1,,6,covered,38.5,under
HOU,2013,2013-12-15,12,15,1:02,IND,15,14,Sun,L,W,3,25,-22,22,,6,not covered,47,under
MIN,2013,2013-12-08,12,8,1:03,BAL,14,13,Sun,L,W,26,29,-3,3,,6,covered,41.5,over
TEN,2013,2013-09-08,9,8,1:02,PIT,1,1,Sun,W,L,16,9,7,-7,,6,covered,42,under
CAR,2013,2013-11-10,11,10,4:05,SFO,10,9,Sun,W,L,10,9,1,-1,,5.5,covered,43,under
DAL,2013,2013-11-10,11,10,8:30,NOR,10,10,Sun,L,W,17,49,-32,32,,5.5,not covered,54,over
OAK,2014,2014-09-21,9,21,1:02,NWE,3,3,Sun,L,W,9,16,-7,7,,14,covered,46.5,under
OAK,2014,2014-12-28,12,28,4:25,DEN,17,16,Sun,L,W,14,47,-33,33,,14,not covered,48,over
ATL,2014,2014-12-08,12,8,8:30,GNB,14,13,Mon,L,W,37,43,-6,6,,13.5,covered,54.5,over
CLE,2014,2014-12-28,12,28,1:02,BAL,17,16,Sun,L,W,10,20,-10,10,,13.5,covered,39.5,under
JAX,2014,2014-11-23,11,23,1:02,IND,12,11,Sun,L,W,3,23,-20,20,,13.5,not covered,49,under
JAX,2014,2014-12-14,12,14,1:02,BAL,15,14,Sun,L,W,12,20,-8,8,,13.5,covered,45,under
OAK,2014,2014-11-02,11,2,4:26,SEA,9,8,Sun,L,W,24,30,-6,6,,13.5,covered,44,over
JAX,2014,2014-09-28,9,28,4:05,SDG,4,4,Sun,L,W,14,33,-19,19,,12.5,not covered,45,over
KAN,2014,2014-09-14,9,14,4:25,DEN,2,2,Sun,L,W,17,24,-7,7,,11.5,covered,50.5,under
TEN,2014,2014-11-23,11,23,1:02,PHI,12,11,Sun,L,W,24,43,-19,19,,11,not covered,49,over
STL,2014,2014-12-28,12,28,4:27,SEA,17,16,Sun,L,W,6,20,-14,14,,11,not covered,41.5,under
JAX,2014,2014-09-07,9,7,1:02,PHI,1,1,Sun,L,W,17,34,-17,17,,10.5,not covered,52,under
TEN,2014,2014-11-09,11,9,1:03,BAL,10,9,Sun,L,W,7,21,-14,14,,10.5,not covered,44.5,under
STL,2014,2014-11-02,11,2,4:05,SFO,9,8,Sun,W,L,13,10,3,-3,,10.5,covered,44,under
TAM,2014,2014-12-07,12,7,1:02,DET,14,13,Sun,L,W,17,34,-17,17,,10.5,not covered,42,over
JAX,2014,2014-11-02,11,2,1:02,CIN,9,9,Sun,L,W,23,33,-10,10,,10,push,44,over
MIN,2014,2014-09-21,9,21,1:03,NOR,3,3,Sun,L,W,9,20,-11,11,,10,not covered,49,under
OAK,2014,2014-11-16,11,16,4:05,SDG,11,10,Sun,L,W,6,13,-7,7,,10,covered,45,under
OAK,2014,2014-12-14,12,14,1:03,KAN,15,14,Sun,L,W,13,31,-18,18,,10,not covered,41.5,over
TAM,2014,2014-10-05,10,5,1:03,NOR,5,5,Sun,L,W,31,37,-6,6,OT,10,covered,48,over
BUF,2014,2014-12-07,12,7,4:05,DEN,14,13,Sun,L,W,17,24,-7,7,,9.5,covered,47.5,under
CHI,2014,2014-11-09,11,9,8:30,GNB,10,9,Sun,L,W,14,55,-41,41,,9.5,not covered,54,over
DAL,2014,2014-10-12,10,12,4:26,SEA,6,6,Sun,W,L,30,23,7,-7,,9.5,covered,47,over
NYG,2014,2014-11-09,11,9,4:26,SEA,10,9,Sun,L,W,17,38,-21,21,,9.5,not covered,45,over
NYJ,2014,2014-10-16,10,16,8:25,NWE,7,7,Thu,L,W,25,27,-2,2,,9.5,covered,44.5,over
SFO,2014,2014-12-14,12,14,4:26,SEA,15,14,Sun,L,W,7,17,-10,10,,9.5,not covered,38,under
WAS,2014,2014-10-27,10,27,8:30,DAL,8,8,Mon,W,L,20,17,3,-3,OT,9.5,covered,49,under
WAS,2014,2014-11-23,11,23,4:25,SFO,12,11,Sun,L,W,13,17,-4,4,,9.5,covered,44,under
CAR,2014,2014-12-07,12,7,1:03,NOR,14,13,Sun,W,L,41,10,31,-31,,9,covered,50.5,over
SDG,2014,2014-10-23,10,23,8:26,DEN,8,8,Thu,L,W,21,35,-14,14,,9,not covered,51,over
GNB,2014,2014-09-04,9,4,8:42,SEA,1,1,Thu,L,W,16,36,-20,20,,8.5,not covered,45,over
NYJ,2014,2014-11-02,11,2,1:03,KAN,9,9,Sun,L,W,10,24,-14,14,,8.5,not covered,41.5,under
WAS,2014,2014-11-30,11,30,1:02,IND,13,12,Sun,L,W,27,49,-22,22,,8.5,not covered,49,over
IND,2014,2014-09-07,9,7,8:30,DEN,1,1,Sun,L,W,24,31,-7,7,,7.5,covered,55,push
ARI,2014,2014-10-05,10,5,4:05,DEN,5,4,Sun,L,W,20,41,-21,21,,7.5,not covered,48,over
JAX,2014,2014-12-28,12,28,1:03,HOU,17,16,Sun,L,W,17,23,-6,6,,7.5,covered,38,over
MIA,2014,2014-12-14,12,14,1:02,NWE,15,14,Sun,L,W,13,41,-28,28,,7.5,not covered,48,over
MIN,2014,2014-10-02,10,2,8:26,GNB,5,5,Thu,L,W,10,42,-32,32,,7.5,not covered,47.5,over
MIN,2014,2014-12-14,12,14,4:25,DET,15,14,Sun,L,W,14,16,-2,2,,7.5,covered,41.5,under
NYJ,2014,2014-09-14,9,14,4:25,GNB,2,2,Sun,L,W,24,31,-7,7,,7.5,covered,46,over
TEN,2014,2014-09-28,9,28,1:03,IND,4,4,Sun,L,W,17,41,-24,24,,7.5,not covered,46,over
TAM,2014,2014-09-28,9,28,1:03,PIT,4,4,Sun,W,L,27,24,3,-3,,7.5,covered,45,over
TAM,2014,2014-11-16,11,16,1:03,WAS,11,10,Sun,W,L,27,7,20,-20,,7.5,covered,45.5,under
BUF,2014,2014-09-07,9,7,1:00,CHI,1,1,Sun,W,L,23,20,3,-3,OT,7,covered,47,under
CAR,2014,2014-10-12,10,12,1:03,CIN,6,6,Sun,T,W,37,37,0,0,OT,7,covered,44,over
CAR,2014,2014-11-10,11,10,8:32,PHI,10,10,Mon,L,W,21,45,-24,24,,7,not covered,48.5,over
CHI,2014,2014-09-14,9,14,8:31,SFO,2,2,Sun,W,L,28,20,8,-8,,7,covered,47.5,over
CHI,2014,2014-11-27,11,27,12:39,DET,13,12,Thu,L,W,17,34,-17,17,,7,not covered,46.5,over
CHI,2014,2014-12-28,12,28,1:02,MIN,17,16,Sun,L,W,9,13,-4,4,,7,covered,46.5,under
CIN,2014,2014-11-16,11,16,1:02,NOR,11,10,Sun,W,L,27,10,17,-17,,7,covered,51,under
CLE,2014,2014-09-07,9,7,1:02,PIT,1,1,Sun,L,W,27,30,-3,3,,7,covered,41.5,over
ARI,2014,2014-11-23,11,23,4:06,SEA,12,11,Sun,L,W,3,19,-16,16,,7,not covered,41.5,under
DET,2014,2014-11-23,11,23,1:02,NWE,12,11,Sun,L,W,9,34,-25,25,,7,not covered,47.5,under
DET,2014,2014-12-28,12,28,4:25,GNB,17,16,Sun,L,W,20,30,-10,10,,7,not covered,46.5,over
MIA,2014,2014-11-23,11,23,4:25,DEN,12,11,Sun,L,W,36,39,-3,3,,7,covered,47.5,over
TEN,2014,2014-11-30,11,30,1:02,HOU,13,12,Sun,L,W,21,45,-24,24,,7,not covered,43,over
STL,2014,2014-10-26,10,26,1:04,KAN,8,7,Sun,L,W,7,34,-27,27,,7,not covered,44,under
STL,2014,2014-11-09,11,9,4:25,ARI,10,9,Sun,L,W,14,31,-17,17,,7,not covered,43,over
TAM,2014,2014-11-02,11,2,1:02,CLE,9,8,Sun,L,W,17,22,-5,5,,7,covered,44,under
ATL,2014,2014-10-19,10,19,1:02,BAL,7,7,Sun,L,W,7,29,-22,22,,6.5,not covered,49.5,under
BUF,2014,2014-10-05,10,5,1:03,DET,5,5,Sun,W,L,17,14,3,-3,,6.5,covered,43,under
BUF,2014,2014-12-28,12,28,1:02,NWE,17,16,Sun,W,L,17,9,8,-8,,6.5,covered,44,under
CAR,2014,2014-10-19,10,19,1:02,GNB,7,7,Sun,L,W,17,38,-21,21,,6.5,not covered,49,over
CLE,2014,2014-11-06,11,6,8:29,CIN,10,9,Thu,W,L,24,3,21,-21,,6.5,covered,46,under
ARI,2014,2014-12-28,12,28,4:25,SFO,17,16,Sun,L,W,17,20,-3,3,,6.5,covered,37.5,under
HOU,2014,2014-10-05,10,5,1:03,DAL,5,5,Sun,L,W,17,20,-3,3,OT,6.5,covered,47,under
HOU,2014,2014-12-14,12,14,1:02,IND,15,14,Sun,L,W,10,17,-7,7,,6.5,not covered,49,under
MIN,2014,2014-10-19,10,19,1:02,BUF,7,7,Sun,L,W,16,17,-1,1,,6.5,covered,43.5,under
NYG,2014,2014-12-21,12,21,4:05,STL,16,15,Sun,W,L,37,27,10,-10,,6.5,covered,43.5,over
NYJ,2014,2014-10-05,10,5,4:25,SDG,5,5,Sun,L,W,0,31,-31,31,,6.5,not covered,43.5,under
NYJ,2014,2014-12-28,12,28,1:02,MIA,17,16,Sun,W,L,37,24,13,-13,,6.5,covered,41,over
TEN,2014,2014-09-21,9,21,1:02,CIN,3,3,Sun,L,W,7,33,-26,26,,6.5,not covered,42.5,under
OAK,2014,2014-10-26,10,26,4:25,CLE,8,7,Sun,L,W,13,23,-10,10,,6.5,not covered,44.5,under
STL,2014,2014-10-05,10,5,1:02,PHI,5,4,Sun,L,W,28,34,-6,6,,6.5,covered,47.5,over
SDG,2014,2014-11-30,11,30,1:02,BAL,13,12,Sun,W,L,34,33,1,-1,,6.5,covered,45.5,over
SFO,2014,2014-10-19,10,19,8:30,DEN,7,7,Sun,L,W,17,42,-25,25,,6.5,not covered,48.5,over
WAS,2014,2014-12-14,12,14,1:02,NYG,15,14,Sun,L,W,13,24,-11,11,,6.5,not covered,47,under
ATL,2014,2014-09-14,9,14,1:05,CIN,2,2,Sun,L,W,10,24,-14,14,,6,not covered,49,under
ATL,2014,2014-12-21,12,21,1:03,NOR,16,15,Sun,W,L,30,14,16,-16,,6,covered,56.5,under
CHI,2014,2014-10-26,10,26,1:02,NWE,8,8,Sun,L,W,23,51,-28,28,,6,not covered,52,over
CLE,2014,2014-12-21,12,21,1:04,CAR,16,15,Sun,L,W,13,17,-4,4,,6,covered,40,under
JAX,2014,2014-09-14,9,14,1:05,WAS,2,2,Sun,L,W,10,41,-31,31,,6,not covered,42.5,over
TEN,2014,2014-10-19,10,19,1:02,WAS,7,7,Sun,L,W,17,19,-2,2,,6,covered,46.5,under
OAK,2014,2014-11-30,11,30,1:00,STL,13,12,Sun,L,W,0,52,-52,52,,6,not covered,43,over
TAM,2014,2014-09-18,9,18,8:26,ATL,3,3,Thu,L,W,14,56,-42,42,,6,not covered,46,over
WAS,2014,2014-09-21,9,21,1:02,PHI,3,3,Sun,L,W,34,37,-3,3,,6,covered,50.5,over
NYG,2014,2014-09-08,9,8,7:11,DET,1,1,Mon,L,W,14,35,-21,21,,5.5,not covered,47,over
NYG,2014,2014-10-19,10,19,4:25,DAL,7,7,Sun,L,W,21,31,-10,10,,5.5,not covered,47,over
PHI,2014,2014-11-16,11,16,4:25,GNB,11,10,Sun,L,W,20,53,-33,33,,5.5,not covered,55,over
OAK,2014,2014-09-07,9,7,1:02,NYJ,1,1,Sun,L,W,14,19,-5,5,,5.5,covered,40,under
STL,2014,2014-09-14,9,14,4:05,TAM,2,2,Sun,W,L,19,17,2,-2,,5.5,covered,38,under
SFO,2014,2014-11-09,11,9,1:03,NOR,10,9,Sun,W,L,27,24,3,-3,OT,5.5,covered,49,over
WAS,2014,2014-10-12,10,12,4:25,ARI,6,6,Sun,L,W,20,30,-10,10,,5.5,not covered,47,over
BUF,2014,2014-11-13,11,13,8:26,MIA,11,10,Thu,L,W,9,22,-13,13,,5,not covered,42,under
KAN,2014,2014-10-05,10,5,4:25,SFO,5,5,Sun,L,W,17,22,-5,5,,5,push,44,under
PHI,2014,2014-09-28,9,28,4:25,SFO,4,4,Sun,L,W,21,26,-5,5,,5,push,50,under
STL,2014,2014-11-23,11,23,4:05,SDG,12,11,Sun,L,W,24,27,-3,3,,5,covered,43.5,over
ARI,2014,2014-12-11,12,11,8:25,STL,15,14,Thu,W,L,12,6,6,-6,,4.5,covered,40.5,under
DEN,2014,2014-09-21,9,21,4:25,SEA,3,3,Sun,L,W,20,26,-6,6,OT,4.5,not covered,48.5,under
MIN,2014,2014-12-21,12,21,1:03,MIA,16,15,Sun,L,W,35,37,-2,2,,4.5,covered,42.5,over
NYJ,2014,2014-12-07,12,7,1:02,MIN,14,13,Sun,L,W,24,30,-6,6,OT,4.5,not covered,40,over
TEN,2014,2014-12-18,12,18,8:26,JAX,16,15,Thu,L,W,13,21,-8,8,,4.5,not covered,39,under
TAM,2014,2014-11-23,11,23,1:02,CHI,12,11,Sun,L,W,13,21,-8,8,,4.5,not covered,46.5,under
ATL,2014,2014-10-05,10,5,1:03,NYG,5,5,Sun,L,W,20,30,-10,10,,4,not covered,50,push
JAX,2014,2014-10-12,10,12,1:02,TEN,6,6,Sun,L,W,14,16,-2,2,,4,covered,42.5,under
CHI,2014,2014-10-12,10,12,4:25,ATL,6,6,Sun,W,L,27,13,14,-14,,3.5,covered,55.5,under
CIN,2014,2014-10-19,10,19,1:02,IND,7,6,Sun,L,W,0,27,-27,27,,3.5,not covered,50.5,under
CIN,2014,2014-12-28,12,28,8:30,PIT,17,16,Sun,L,W,17,27,-10,10,,3.5,not covered,48,under
DAL,2014,2014-09-14,9,14,1:03,TEN,2,2,Sun,W,L,26,10,16,-16,,3.5,covered,49.5,under
HOU,2014,2014-11-16,11,16,1:03,CLE,11,10,Sun,W,L,23,7,16,-16,,3.5,covered,41,under
KAN,2014,2014-09-21,9,21,4:25,MIA,3,3,Sun,W,L,34,15,19,-19,,3.5,covered,42.5,over
MIN,2014,2014-09-07,9,7,1:00,STL,1,1,Sun,W,L,34,6,28,-28,,3.5,covered,43.5,under
NOR,2014,2014-11-30,11,30,1:02,PIT,13,12,Sun,W,L,35,32,3,-3,,3.5,covered,54.5,over
NYG,2014,2014-09-25,9,25,8:26,WAS,4,4,Thu,W,L,45,14,31,-31,,3.5,covered,46,over
TEN,2014,2014-09-07,9,7,1:02,KAN,1,1,Sun,W,L,26,10,16,-16,,3.5,covered,43,under
PHI,2014,2014-11-27,11,27,4:36,DAL,13,12,Thu,W,L,33,10,23,-23,,3.5,covered,57,under
BUF,2014,2014-09-28,9,28,1:02,HOU,4,4,Sun,L,W,17,23,-6,6,,3,not covered,42.5,under
BUF,2014,2014-10-26,10,26,1:02,NYJ,8,8,Sun,W,L,43,23,20,-20,,3,covered,40.5,over
CAR,2014,2014-09-28,9,28,1:02,BAL,4,4,Sun,L,W,10,38,-28,28,,3,not covered,42,over
CAR,2014,2014-12-28,12,28,4:25,ATL,17,16,Sun,W,L,34,3,31,-31,,3,covered,48,under
CLE,2014,2014-11-30,11,30,1:02,BUF,13,12,Sun,L,W,10,26,-16,16,,3,not covered,42,under
IND,2014,2014-12-21,12,21,4:26,DAL,16,15,Sun,L,W,7,42,-35,35,,3,not covered,54,under
DAL,2014,2014-12-14,12,14,8:35,PHI,15,14,Sun,W,L,38,27,11,-11,,3,covered,55,over
HOU,2014,2014-10-20,10,20,8:30,PIT,7,7,Mon,L,W,23,30,-7,7,,3,not covered,44.5,over
KAN,2014,2014-10-19,10,19,4:05,SDG,7,6,Sun,W,L,23,20,3,-3,,3,covered,46,under
MIA,2014,2014-10-19,10,19,1:00,CHI,7,6,Sun,W,L,27,14,13,-13,,3,covered,47.5,under
MIA,2014,2014-11-09,11,9,1:02,DET,10,9,Sun,L,W,16,20,-4,4,,3,not covered,43,under
NWE,2014,2014-11-16,11,16,8:31,IND,11,10,Sun,W,L,42,20,22,-22,,3,covered,57,over
NWE,2014,2014-11-30,11,30,4:25,GNB,13,12,Sun,L,W,21,26,-5,5,,3,not covered,58,under
PHI,2014,2014-09-15,9,15,8:31,IND,2,2,Mon,W,L,30,27,3,-3,,3,covered,54,over
PIT,2014,2014-09-21,9,21,8:31,CAR,3,3,Sun,W,L,37,19,18,-18,,3,covered,42,over
PIT,2014,2014-12-07,12,7,1:02,CIN,14,13,Sun,W,L,42,21,21,-21,,3,covered,47.5,over
BAL,2014,2014-10-05,10,5,1:03,IND,5,5,Sun,L,W,13,20,-7,7,,3,not covered,49,under
BAL,2014,2014-11-24,11,24,8:30,NOR,12,11,Mon,W,L,34,27,7,-7,,3,covered,51,over
BAL,2014,2014-12-07,12,7,1:02,MIA,14,13,Sun,W,L,28,13,15,-15,,3,covered,45,under
SDG,2014,2014-09-08,9,8,9:20,ARI,1,1,Mon,L,W,17,18,-1,1,,3,covered,45,under
SDG,2014,2014-11-02,11,2,1:02,MIA,9,9,Sun,L,W,0,37,-37,37,,3,not covered,45,under
TAM,2014,2014-12-14,12,14,1:03,CAR,15,14,Sun,L,W,17,19,-2,2,,3,covered,41,under
WAS,2014,2014-09-07,9,7,1:03,HOU,1,1,Sun,L,W,6,17,-11,11,,3,not covered,45,under
CAR,2014,2014-09-07,9,7,4:25,TAM,1,1,Sun,W,L,20,14,6,-6,,2.5,covered,39.5,under
CAR,2014,2014-11-30,11,30,1:02,MIN,13,12,Sun,L,W,13,31,-18,18,,2.5,not covered,41.5,over
CHI,2014,2014-09-22,9,22,8:30,NYJ,3,3,Mon,W,L,27,19,8,-8,,2.5,covered,44,over
CHI,2014,2014-10-05,10,5,1:03,CAR,5,5,Sun,L,W,24,31,-7,7,,2.5,not covered,45.5,over
CIN,2014,2014-11-23,11,23,1:02,HOU,12,11,Sun,W,L,22,13,9,-9,,2.5,covered,44.5,under
CLE,2014,2014-11-23,11,23,1:02,ATL,12,11,Sun,W,L,26,24,2,-2,,2.5,covered,48.5,over
DET,2014,2014-09-14,9,14,1:04,CAR,2,2,Sun,L,W,7,24,-17,17,,2.5,not covered,44,under
GNB,2014,2014-09-21,9,21,1:02,DET,3,3,Sun,L,W,7,19,-12,12,,2.5,not covered,52.5,under
KAN,2014,2014-12-21,12,21,1:02,PIT,16,15,Sun,L,W,12,20,-8,8,,2.5,not covered,49.5,under
MIN,2014,2014-11-16,11,16,1:02,CHI,11,10,Sun,L,W,13,21,-8,8,,2.5,not covered,46.5,under
NYJ,2014,2014-11-24,11,24,7:05,BUF,12,11,Mon,L,W,3,38,-35,35,,2.5,not covered,42.5,under
PIT,2014,2014-09-11,9,11,8:28,BAL,2,2,Thu,L,W,6,26,-20,20,,2.5,not covered,44,under
BAL,2014,2014-11-02,11,2,8:30,PIT,9,9,Sun,L,W,23,43,-20,20,,2.5,not covered,47.5,over
SDG,2014,2014-09-21,9,21,1:02,BUF,3,3,Sun,W,L,22,10,12,-12,,2.5,covered,45.5,under
SDG,2014,2014-12-28,12,28,1:03,KAN,17,16,Sun,L,W,7,19,-12,12,,2.5,not covered,42.5,under
CIN,2014,2014-09-07,9,7,1:02,BAL,1,1,Sun,W,L,23,16,7,-7,,2,covered,43,under
GNB,2014,2014-10-26,10,26,8:30,NOR,8,8,Sun,L,W,23,44,-21,21,,2,not covered,55,over
ARI,2014,2014-11-02,11,2,1:04,DAL,9,8,Sun,W,L,28,17,11,-11,,1.5,covered,45,push
DET,2014,2014-10-12,10,12,1:02,MIN,6,6,Sun,W,L,17,3,14,-14,,1.5,covered,43,under
HOU,2014,2014-09-21,9,21,1:02,NYG,3,3,Sun,L,W,17,30,-13,13,,1.5,not covered,41.5,over
KAN,2014,2014-11-09,11,9,1:02,BUF,10,9,Sun,W,L,17,13,4,-4,,1.5,covered,42,under
MIA,2014,2014-09-14,9,14,1:02,BUF,2,2,Sun,L,W,10,29,-19,19,,1.5,not covered,42.5,under
MIN,2014,2014-10-26,10,26,1:03,TAM,8,8,Sun,W,L,19,13,6,-6,OT,1.5,covered,43,under
NOR,2014,2014-10-19,10,19,1:02,DET,7,6,Sun,L,W,23,24,-1,1,,1.5,covered,46.5,over
NYG,2014,2014-10-12,10,12,8:41,PHI,6,6,Sun,L,W,0,27,-27,27,,1.5,not covered,51,under
PIT,2014,2014-10-12,10,12,1:02,CLE,6,6,Sun,L,W,10,31,-21,21,,1.5,not covered,46.5,under
SDG,2014,2014-12-20,12,20,8:26,SFO,16,15,Sat,W,L,38,35,3,-3,OT,1.5,covered,40.5,over
SEA,2014,2014-11-27,11,27,8:31,SFO,13,12,Thu,W,L,19,3,16,-16,,1.5,covered,40.5,under
CIN,2014,2014-12-14,12,14,1:02,CLE,15,14,Sun,W,L,30,0,30,-30,,1,covered,44,under
CLE,2014,2014-10-05,10,5,1:02,TEN,5,4,Sun,W,L,29,28,1,-1,,1,covered,44,over
DET,2014,2014-11-16,11,16,4:25,ARI,11,10,Sun,L,W,6,14,-8,8,,1,not covered,41,under
NWE,2014,2014-10-12,10,12,1:02,BUF,6,6,Sun,W,L,37,22,15,-15,,1,covered,44,over
CIN,2014,2014-10-05,10,5,8:43,NWE,5,4,Sun,L,W,17,43,-26,26,,0,not covered,46,over
DEN,2014,2014-11-30,11,30,8:32,KAN,13,12,Sun,W,L,29,16,13,-13,,0,covered,49.5,under
PHI,2014,2014-12-28,12,28,1:02,NYG,17,16,Sun,W,L,34,26,8,-8,,0,covered,52,over
SEA,2014,2014-11-16,11,16,1:04,KAN,11,10,Sun,L,W,20,24,-4,4,,0,not covered,42.5,over
WAS,2014,2014-11-02,11,2,1:03,MIN,9,9,Sun,L,W,26,29,-3,3,,0,not covered,44,over
PHI,2014,2014-10-26,10,26,4:05,ARI,8,7,Sun,L,W,20,24,-4,4,,-1,not covered,48.5,under
ATL,2014,2014-11-16,11,16,1:03,CAR,11,10,Sun,W,L,19,17,2,-2,,-1.5,covered,47,under
ARI,2014,2014-11-30,11,30,4:05,ATL,13,12,Sun,L,W,18,29,-11,11,,-1.5,not covered,45,over
DAL,2014,2014-09-21,9,21,1:00,STL,3,3,Sun,W,L,34,31,3,-3,,-1.5,covered,44,over
DET,2014,2014-09-28,9,28,1:02,NYJ,4,4,Sun,W,L,24,17,7,-7,,-1.5,covered,45,under
GNB,2014,2014-09-28,9,28,1:02,CHI,4,4,Sun,W,L,38,17,21,-21,,-1.5,covered,51.5,over
GNB,2014,2014-10-12,10,12,1:02,MIA,6,6,Sun,W,L,27,24,3,-3,,-1.5,covered,47,over
ARI,2014,2014-09-14,9,14,1:04,NYG,2,2,Sun,W,L,25,14,11,-11,,-2,covered,42.5,under
PHI,2014,2014-11-02,11,2,1:03,HOU,9,8,Sun,W,L,31,21,10,-10,,-2,covered,48.5,over
BAL,2014,2014-09-21,9,21,1:02,CLE,3,3,Sun,W,L,23,21,2,-2,,-2,push,41.5,over
SEA,2014,2014-12-07,12,7,4:25,PHI,14,13,Sun,W,L,24,14,10,-10,,-2,covered,48,under
IND,2014,2014-10-09,10,9,8:26,HOU,6,6,Thu,W,L,33,28,5,-5,,-2.5,covered,46.5,over
KAN,2014,2014-12-07,12,7,4:05,ARI,14,13,Sun,L,W,14,17,-3,3,,-2.5,not covered,41,under
ATL,2014,2014-09-28,9,28,4:25,MIN,4,4,Sun,L,W,28,41,-13,13,,-3,not covered,47,over
ATL,2014,2014-11-09,11,9,1:04,TAM,10,9,Sun,W,L,27,17,10,-10,,-3,covered,47,under
IND,2014,2014-11-03,11,3,8:31,NYG,9,9,Mon,W,L,40,24,16,-16,,-3,covered,50,over
IND,2014,2014-12-07,12,7,1:03,CLE,14,13,Sun,W,L,25,24,1,-1,,-3,not covered,50,under
DEN,2014,2014-11-02,11,2,4:25,NWE,9,8,Sun,L,W,21,43,-22,22,,-3,not covered,52.5,over
HOU,2014,2014-09-14,9,14,4:25,OAK,2,2,Sun,W,L,30,14,16,-16,,-3,covered,40,over
NOR,2014,2014-09-07,9,7,1:03,ATL,1,1,Sun,L,W,34,37,-3,3,OT,-3,not covered,51.5,over
NOR,2014,2014-09-28,9,28,8:31,DAL,4,4,Sun,L,W,17,38,-21,21,,-3,not covered,53.5,over
NOR,2014,2014-10-30,10,30,8:30,CAR,9,8,Thu,W,L,28,10,18,-18,,-3,covered,49,under
NOR,2014,2014-12-15,12,15,8:30,CHI,15,14,Mon,W,L,31,15,16,-16,,-3,covered,53.5,under
NWE,2014,2014-09-29,9,29,8:31,KAN,4,4,Mon,L,W,14,41,-27,27,,-3,not covered,46,over
NYG,2014,2014-11-30,11,30,1:03,JAX,13,12,Sun,L,W,24,25,-1,1,,-3,not covered,44,over
NYG,2014,2014-12-07,12,7,1:03,TEN,14,13,Sun,W,L,36,7,29,-29,,-3,covered,46.5,under
NYJ,2014,2014-12-14,12,14,4:05,TEN,15,14,Sun,W,L,16,11,5,-5,,-3,covered,42,under
PIT,2014,2014-12-14,12,14,1:02,ATL,15,14,Sun,W,L,27,20,7,-7,,-3,covered,55,under
STL,2014,2014-12-07,12,7,1:03,WAS,14,13,Sun,W,L,24,0,24,-24,,-3,covered,44.5,under
BAL,2014,2014-10-12,10,12,1:02,TAM,6,6,Sun,W,L,48,17,31,-31,,-3,covered,44,over
BAL,2014,2014-10-26,10,26,1:02,CIN,8,8,Sun,L,W,24,27,-3,3,,-3,not covered,44.5,over
SFO,2014,2014-09-21,9,21,4:05,ARI,3,3,Sun,L,W,14,23,-9,9,,-3,not covered,42,under
ARI,2014,2014-10-19,10,19,4:25,OAK,7,6,Sun,W,L,24,13,11,-11,,-3.5,covered,46.5,under
