Away,Year,Date,MonthNo,DayNum,Time,Home,Week,Game,Weekday,AwayWL,HomeWL,AwayPts,HomePts,AwayMargin,HomeMargin,OT,Spread,vs. Line,Over/Under,OU Result
NYG,2016,2016-11-27,11,27,1:00,CLE,12,11,Sun,W,L,27,13,14,-14,,-6.5,covered,46.5,under
TEN,2016,2016-11-27,11,27,1:00,CHI,12,12,Sun,W,L,27,21,6,-6,,-6.5,not covered,41.5,over
ARI,2016,2017-01-01,1,1,4:25,LAR,17,16,Sun,W,L,44,6,38,-38,,-7,covered,39,over
DAL,2016,2016-11-06,11,6,1:00,CLE,9,8,Sun,W,L,35,10,25,-25,,-7,covered,49,under
NWE,2016,2016-10-23,10,23,4:25,PIT,7,7,Sun,W,L,27,16,11,-11,,-7.5,covered,49,under
NWE,2016,2017-01-01,1,1,1:00,MIA,17,16,Sun,W,L,35,14,21,-21,,-7.5,covered,47,over
PIT,2016,2016-10-16,10,16,1:02,MIA,6,6,Sun,L,W,15,30,-15,15,,-7.5,not covered,49.5,under
PIT,2016,2016-11-20,11,20,1:00,CLE,11,10,Sun,W,L,24,9,15,-15,,-8,covered,45.5,under
PIT,2016,2016-11-24,11,24,8:30,IND,12,11,Thu,W,L,28,7,21,-21,,-8,covered,50,under
NWE,2016,2016-11-27,11,27,4:25,NYJ,12,11,Sun,W,L,22,17,5,-5,,-8.5,not covered,48,under
NWE,2016,2016-10-09,10,9,1:02,CLE,5,5,Sun,W,L,33,13,20,-20,,-10,covered,47.5,under
NWE,2016,2016-11-20,11,20,4:25,SFO,11,10,Sun,W,L,30,17,13,-13,,-10.5,covered,51.5,under
SEA,2016,2017-01-01,1,1,4:25,SFO,17,16,Sun,W,L,25,23,2,-2,,-11.5,not covered,45,over
CAR,2017,2017-11-26,11,26,1:00,NYJ,12,11,Sun,W,L,35,27,8,-8,,-5.5,covered,39.5,over
MIA,2017,2017-09-24,9,24,1:00,NYJ,3,2,Sun,L,W,6,20,-14,14,,-5.5,not covered,43,under
NWE,2017,2017-09-17,9,17,1:00,NOR,2,2,Sun,W,L,36,20,16,-16,,-5.5,covered,55,over
TEN,2017,2017-10-22,10,22,1:00,CLE,7,7,Sun,W,L,12,9,3,-3,OT,-5.5,not covered,42.5,under
LAR,2017,2017-11-05,11,5,1:00,NYG,9,8,Sun,W,L,51,17,34,-34,,-5.5,covered,42.5,over
LAR,2017,2017-12-24,12,24,1:00,TEN,16,15,Sun,W,L,27,23,4,-4,,-5.5,not covered,46,over
JAX,2017,2017-11-26,11,26,4:25,ARI,12,11,Sun,L,W,24,27,-3,3,,-6,not covered,37.5,over
NOR,2017,2017-12-31,12,31,4:25,TAM,17,16,Sun,L,W,24,31,-7,7,,-6,not covered,49,over
PHI,2017,2017-11-19,11,19,8:30,DAL,11,10,Sun,W,L,37,9,28,-28,,-6,covered,48,under
SEA,2017,2017-11-09,11,9,8:25,ARI,10,9,Thu,W,L,22,16,6,-6,,-6,push,40,under
SFO,2017,2017-12-31,12,31,4:25,LAR,17,16,Sun,W,L,34,13,21,-21,,-6,covered,44.5,over
ATL,2017,2017-09-10,9,10,1:00,CHI,1,1,Sun,W,L,23,17,6,-6,,-6.5,not covered,48,under
ATL,2017,2017-10-29,10,29,1:00,NYJ,8,7,Sun,W,L,25,20,5,-5,,-6.5,not covered,43.5,over
DAL,2017,2017-10-22,10,22,4:05,SFO,7,6,Sun,W,L,40,10,30,-30,,-6.5,covered,48,over
BAL,2017,2017-12-17,12,17,1:00,CLE,15,14,Sun,W,L,27,10,17,-17,,-6.5,covered,42,under
ATL,2017,2017-12-18,12,18,8:30,TAM,15,14,Mon,W,L,24,21,3,-3,,-7,not covered,49.5,under
ARI,2017,2017-09-17,9,17,1:00,IND,2,2,Sun,W,L,16,13,3,-3,OT,-7,not covered,44,under
NWE,2017,2017-11-12,11,12,8:30,DEN,10,9,Sun,W,L,41,16,25,-25,,-7,covered,45,over
NWE,2017,2017-11-19,11,19,4:25,OAK,11,10,Sun,W,L,33,8,25,-25,,-7,covered,55,under
PIT,2017,2017-09-24,9,24,1:00,CHI,3,3,Sun,L,W,17,23,-6,6,OT,-7,not covered,43.5,under
SEA,2017,2017-11-26,11,26,4:05,SFO,12,11,Sun,W,L,24,13,11,-11,,-7,covered,45,under
JAX,2017,2017-11-19,11,19,1:00,CLE,11,10,Sun,W,L,19,7,12,-12,,-7.5,covered,37,under
NWE,2017,2017-12-03,12,3,1:00,BUF,13,12,Sun,W,L,23,3,20,-20,,-7.5,covered,48.5,under
PHI,2017,2017-12-17,12,17,1:00,NYG,15,14,Sun,W,L,34,29,5,-5,,-7.5,not covered,40.5,over
LAR,2017,2017-12-03,12,3,4:25,ARI,13,12,Sun,W,L,32,16,16,-16,,-7.5,covered,43,over
LAC,2017,2017-12-24,12,24,1:00,NYJ,16,15,Sun,W,L,14,7,7,-7,,-7.5,not covered,42.5,under
PIT,2017,2017-12-25,12,25,4:30,HOU,16,15,Mon,W,L,34,6,28,-28,,-8,covered,45.5,under
MIN,2017,2017-12-23,12,23,8:30,GNB,16,15,Sat,W,L,16,0,16,-16,,-8.5,covered,41,under
NWE,2017,2017-10-15,10,15,1:00,NYJ,6,6,Sun,W,L,24,17,7,-7,,-9,not covered,48.5,under
KAN,2017,2017-11-19,11,19,1:00,NYG,11,10,Sun,L,W,9,12,-3,3,OT,-10,not covered,44.5,under
PIT,2017,2017-09-10,9,10,1:00,CLE,1,1,Sun,W,L,21,18,3,-3,,-10,not covered,47,under
NWE,2017,2017-12-11,12,11,8:30,MIA,14,13,Mon,L,W,20,27,-7,7,,-10.5,not covered,48,under
PIT,2017,2017-11-12,11,12,1:00,IND,10,9,Sun,W,L,20,17,3,-3,,-10.5,not covered,47,under
MIN,2017,2017-10-29,10,29,9:30,CLE,8,8,Sun,W,L,33,16,17,-17,,-11,covered,38.5,over
GNB,2017,2017-12-10,12,10,1:00,CLE,14,13,Sun,W,L,27,21,6,-6,OT,-2.5,covered,38.5,over
MIN,2017,2017-11-23,11,23,12:30,DET,12,11,Thu,W,L,30,23,7,-7,,-2.5,covered,46,over
MIN,2017,2017-12-10,12,10,1:00,CAR,14,13,Sun,L,W,24,31,-7,7,,-2.5,not covered,40.5,over
NWE,2017,2017-12-17,12,17,4:25,PIT,15,14,Sun,W,L,27,24,3,-3,,-2.5,covered,52.5,under
TEN,2017,2017-10-01,10,1,1:00,HOU,4,4,Sun,L,W,14,57,-43,43,,-2.5,not covered,43,over
TEN,2017,2017-12-10,12,10,4:05,ARI,14,13,Sun,L,W,7,12,-5,5,,-2.5,not covered,42,under
BAL,2017,2017-11-19,11,19,1:00,GNB,11,10,Sun,W,L,23,0,23,-23,,-2.5,covered,38.5,under
TAM,2017,2017-10-15,10,15,4:05,ARI,6,5,Sun,L,W,33,38,-5,5,,-2.5,not covered,46.5,over
ATL,2017,2017-09-24,9,24,1:00,DET,3,3,Sun,W,L,30,26,4,-4,,-3,covered,51,over
ATL,2017,2017-11-05,11,5,1:00,CAR,9,8,Sun,L,W,17,20,-3,3,,-3,not covered,42,under
BUF,2017,2017-11-02,11,2,8:25,NYJ,9,8,Thu,L,W,21,34,-13,13,,-3,not covered,42,over
CIN,2017,2017-10-01,10,1,1:00,CLE,4,4,Sun,W,L,31,7,24,-24,,-3,covered,41.5,under
DAL,2017,2017-09-25,9,25,8:30,ARI,3,3,Mon,W,L,28,17,11,-11,,-3,covered,46.5,under
DAL,2017,2017-10-29,10,29,4:25,WAS,8,7,Sun,W,L,33,19,14,-14,,-3,covered,46.5,over
DAL,2017,2017-12-17,12,17,8:30,OAK,15,14,Sun,W,L,20,17,3,-3,,-3,push,46,under
DEN,2017,2017-12-14,12,14,8:25,IND,15,14,Thu,W,L,25,13,12,-12,,-3,covered,40.5,under
DET,2017,2017-11-19,11,19,1:00,CHI,11,10,Sun,W,L,27,24,3,-3,,-3,push,41,over
GNB,2017,2017-10-15,10,15,1:00,MIN,6,6,Sun,L,W,10,23,-13,13,,-3,not covered,46,under
JAX,2017,2017-10-22,10,22,1:00,IND,7,7,Sun,W,L,27,0,27,-27,,-3,covered,41,under
KAN,2017,2017-09-24,9,24,4:25,LAC,3,3,Sun,W,L,24,10,14,-14,,-3,covered,47.5,under
KAN,2017,2017-10-19,10,19,8:25,OAK,7,7,Thu,L,W,30,31,-1,1,,-3,not covered,46.5,over
NYG,2017,2017-11-12,11,12,4:25,SFO,10,9,Sun,L,W,21,31,-10,10,,-3,not covered,41.5,over
TEN,2017,2017-11-26,11,26,1:00,IND,12,11,Sun,W,L,20,16,4,-4,,-3,covered,46.5,under
PIT,2017,2017-10-29,10,29,8:30,DET,8,8,Sun,W,L,20,15,5,-5,,-3,covered,44.5,under
OAK,2017,2017-11-05,11,5,8:30,MIA,9,9,Sun,W,L,27,24,3,-3,,-3,push,44.5,over
LAR,2017,2017-09-21,9,21,8:25,SFO,3,3,Thu,W,L,41,39,2,-2,,-3,not covered,40.5,over
BAL,2017,2017-09-24,9,24,9:30,JAX,3,3,Sun,L,W,7,44,-37,37,,-3,not covered,38,over
DAL,2017,2017-12-31,12,31,1:00,PHI,17,16,Sun,W,L,6,0,6,-6,,-3.5,covered,41,under
DEN,2017,2017-09-24,9,24,1:00,BUF,3,3,Sun,L,W,16,26,-10,10,,-3.5,not covered,40,over
DET,2017,2017-12-24,12,24,1:00,CIN,16,15,Sun,L,W,17,26,-9,9,,-3.5,not covered,43.5,under
MIN,2017,2017-10-09,10,9,8:30,CHI,5,5,Mon,W,L,20,17,3,-3,,-3.5,not covered,41,under
NOR,2017,2017-10-22,10,22,1:00,GNB,7,6,Sun,W,L,26,17,9,-9,,-3.5,covered,45.5,under
NWE,2017,2017-10-05,10,5,8:25,TAM,5,5,Thu,W,L,19,14,5,-5,,-3.5,covered,54.5,under
PHI,2017,2017-12-03,12,3,8:30,SEA,13,12,Sun,L,W,10,24,-14,14,,-3.5,not covered,46.5,under
PIT,2017,2017-10-01,10,1,1:00,BAL,4,4,Sun,W,L,26,9,17,-17,,-3.5,covered,42,under
OAK,2017,2017-09-24,9,24,8:30,WAS,3,3,Sun,L,W,10,27,-17,17,,-3.5,not covered,53.5,under
DAL,2017,2017-12-10,12,10,1:00,NYG,14,13,Sun,W,L,30,10,20,-20,,-4,covered,42,under
JAX,2017,2017-10-01,10,1,1:00,NYJ,4,4,Sun,L,W,20,23,-3,3,OT,-4,not covered,38.5,over
JAX,2017,2017-12-24,12,24,4:05,SFO,16,15,Sun,L,W,33,44,-11,11,,-4,not covered,43,over
KAN,2017,2017-12-03,12,3,1:00,NYJ,13,12,Sun,L,W,31,38,-7,7,,-4,not covered,44,over
NOR,2017,2017-10-01,10,1,9:30,MIA,4,4,Sun,W,L,20,0,20,-20,,-4,covered,51.5,under
SEA,2017,2017-10-22,10,22,4:25,NYG,7,6,Sun,W,L,24,7,17,-17,,-4,covered,39,under
CAR,2017,2017-09-10,9,10,4:25,SFO,1,1,Sun,W,L,23,3,20,-20,,-4.5,covered,45.5,under
PIT,2017,2017-12-04,12,4,8:30,CIN,13,12,Mon,W,L,23,20,3,-3,,-4.5,not covered,42.5,over
WAS,2017,2017-12-31,12,31,1:00,NYG,17,16,Sun,L,W,10,18,-8,8,,-4.5,not covered,41,under
ARI,2017,2017-11-19,11,19,1:00,HOU,11,10,Sun,L,W,21,31,-10,10,,2.5,not covered,38,over
DET,2017,2017-10-01,10,1,1:00,MIN,4,4,Sun,W,L,14,7,7,-7,,2.5,covered,43,under
DET,2017,2017-12-03,12,3,1:00,BAL,13,12,Sun,L,W,20,44,-24,24,,2.5,not covered,43,over
GNB,2017,2017-10-08,10,8,4:25,DAL,5,5,Sun,W,L,35,31,4,-4,,2.5,covered,52,over
JAX,2017,2017-12-31,12,31,4:25,TEN,17,16,Sun,L,W,10,15,-5,5,,2.5,not covered,40,under
KAN,2017,2017-11-05,11,5,4:25,DAL,9,9,Sun,L,W,17,28,-11,11,,2.5,not covered,53,under
NOR,2017,2017-11-26,11,26,4:25,LAR,12,11,Sun,L,W,20,26,-6,6,,2.5,not covered,54,under
NOR,2017,2017-12-07,12,7,8:25,ATL,14,13,Thu,L,W,17,20,-3,3,,2.5,not covered,51.5,under
NYG,2017,2017-10-01,10,1,4:05,TAM,4,4,Sun,L,W,23,25,-2,2,,2.5,covered,45.5,over
TEN,2017,2017-12-17,12,17,4:25,SFO,15,14,Sun,L,W,23,25,-2,2,,2.5,covered,44.5,over
OAK,2017,2017-09-10,9,10,1:00,TEN,1,1,Sun,W,L,26,16,10,-10,,2.5,covered,49.5,under
BAL,2017,2017-09-10,9,10,1:00,CIN,1,1,Sun,W,L,20,0,20,-20,,2.5,covered,41.5,under
SEA,2017,2017-09-10,9,10,4:25,GNB,1,1,Sun,L,W,9,17,-8,8,,2.5,not covered,49.5,under
SFO,2017,2017-12-03,12,3,1:00,CHI,13,12,Sun,W,L,15,14,1,-1,,2.5,covered,42,under
CAR,2017,2017-10-08,10,8,1:00,DET,5,5,Sun,W,L,27,24,3,-3,,2,covered,42,over
MIN,2017,2017-12-03,12,3,1:00,ATL,13,12,Sun,W,L,14,9,5,-5,,2,covered,48.5,under
PHI,2017,2017-10-01,10,1,4:05,LAC,4,4,Sun,W,L,26,24,2,-2,,2,covered,48,over
OAK,2017,2017-10-29,10,29,1:00,BUF,8,8,Sun,L,W,14,34,-20,20,,2,not covered,47,over
SEA,2017,2017-09-24,9,24,4:05,TEN,3,3,Sun,L,W,27,33,-6,6,,2,not covered,42,over
SEA,2017,2017-10-08,10,8,4:05,LAR,5,5,Sun,W,L,16,10,6,-6,,2,covered,47,under
CAR,2017,2017-10-29,10,29,1:00,TAM,8,8,Sun,W,L,17,3,14,-14,,1.5,covered,46,under
NYJ,2017,2017-11-12,11,12,1:00,TAM,10,10,Sun,L,W,10,15,-5,5,,1,not covered,44.5,under
PHI,2017,2017-12-10,12,10,4:25,LAR,14,13,Sun,W,L,43,35,8,-8,,1,covered,47.5,over
LAR,2017,2017-10-15,10,15,4:05,JAX,6,6,Sun,W,L,27,17,10,-10,,1,covered,42,over
LAR,2017,2017-11-19,11,19,1:00,MIN,11,10,Sun,L,W,7,24,-17,17,,1,not covered,46,under
LAC,2017,2017-12-16,12,16,8:25,KAN,15,14,Sat,L,W,13,30,-17,17,,1,not covered,47,under
SFO,2017,2017-10-08,10,8,1:00,IND,5,5,Sun,L,W,23,26,-3,3,OT,1,not covered,43.5,over
SFO,2017,2017-12-10,12,10,1:00,HOU,14,13,Sun,W,L,26,16,10,-10,,1,covered,45.5,under
DET,2017,2017-12-10,12,10,1:00,TAM,14,13,Sun,W,L,24,21,3,-3,,0,covered,47.5,under
TEN,2017,2017-10-08,10,8,1:00,MIA,5,5,Sun,L,W,10,16,-6,6,,0,not covered,41.5,under
TAM,2017,2017-09-24,9,24,1:00,MIN,3,2,Sun,L,W,17,34,-17,17,,0,not covered,41,over
ATL,2017,2017-11-20,11,20,8:30,SEA,11,10,Mon,W,L,34,31,3,-3,,-1,covered,46,over
CLE,2017,2017-09-24,9,24,1:00,IND,3,3,Sun,L,W,28,31,-3,3,,-1,not covered,42,over
DEN,2017,2017-10-22,10,22,4:25,LAC,7,6,Sun,L,W,0,21,-21,21,,-1,not covered,41,under
DEN,2017,2017-12-03,12,3,1:00,MIA,13,12,Sun,L,W,9,35,-26,26,,-1,not covered,41,over
MIN,2017,2017-11-12,11,12,1:00,WAS,10,9,Sun,W,L,38,30,8,-8,,-1,covered,43,over
NYJ,2017,2017-12-10,12,10,4:05,DEN,14,13,Sun,L,W,0,23,-23,23,,-1,not covered,40.5,under
TEN,2017,2017-09-17,9,17,1:00,JAX,2,2,Sun,W,L,37,16,21,-21,,-1,covered,42,over
LAR,2017,2017-12-17,12,17,4:05,SEA,15,14,Sun,W,L,42,7,35,-35,,-1,covered,47.5,over
LAC,2017,2017-11-23,11,23,4:30,DAL,12,11,Thu,W,L,28,6,22,-22,,-1,covered,46.5,under
TAM,2017,2017-11-19,11,19,1:00,MIA,11,11,Sun,W,L,30,20,10,-10,,-1,covered,44,over
NYJ,2017,2017-10-08,10,8,1:00,CLE,5,5,Sun,W,L,17,14,3,-3,,-1.5,covered,41.5,under
WAS,2017,2017-11-30,11,30,8:25,DAL,13,12,Thu,L,W,14,38,-24,24,,-1.5,not covered,47,over
KAN,2017,2017-10-08,10,8,8:30,HOU,5,5,Sun,W,L,42,34,8,-8,,-2,covered,45,over
NOR,2017,2017-11-12,11,12,1:00,BUF,10,9,Sun,W,L,47,10,37,-37,,-2,covered,48.5,over
PHI,2017,2017-09-10,9,10,1:00,WAS,1,1,Sun,W,L,30,17,13,-13,,-2,covered,49.5,under
BUF,2017,2017-12-31,12,31,4:25,MIA,17,16,Sun,W,L,22,16,6,-6,,-2.5,covered,41.5,under
CAR,2017,2017-10-22,10,22,1:00,CHI,7,7,Sun,L,W,3,17,-14,14,,-2.5,not covered,39.5,under
ARI,2017,2017-09-10,9,10,1:00,DET,1,1,Sun,L,W,23,35,-12,12,,-2.5,not covered,48.5,over
ARI,2017,2017-11-05,11,5,4:05,SFO,9,8,Sun,W,L,20,10,10,-10,,-2.5,covered,39,under
DAL,2017,2017-09-17,9,17,4:25,DEN,2,2,Sun,L,W,17,42,-25,25,,-2.5,not covered,44,over
DET,2017,2017-11-06,11,6,8:30,GNB,9,8,Mon,W,L,30,17,13,-13,,-2.5,covered,42.5,over
CAR,2017,2017-12-03,12,3,4:25,NOR,13,12,Sun,L,W,21,31,-10,10,,5.5,not covered,48,over
CHI,2017,2017-10-15,10,15,1:00,BAL,6,6,Sun,W,L,27,24,3,-3,OT,5.5,covered,39.5,over
CLE,2017,2017-12-24,12,24,1:00,CHI,16,15,Sun,L,W,3,20,-17,17,,5.5,not covered,37,under
HOU,2017,2017-12-31,12,31,1:00,IND,17,16,Sun,L,W,13,22,-9,9,,5.5,not covered,41.5,under
JAX,2017,2017-09-10,9,10,1:00,HOU,1,1,Sun,W,L,29,7,22,-22,,5.5,covered,38,under
CAR,2017,2017-12-31,12,31,4:25,ATL,17,16,Sun,L,W,10,22,-12,12,,5,not covered,44.5,under
CHI,2017,2017-12-16,12,16,4:30,DET,15,14,Sat,L,W,10,20,-10,10,,5,not covered,43.5,under
CLE,2017,2017-12-31,12,31,1:00,PIT,17,16,Sun,L,W,24,28,-4,4,,5,covered,38.5,over
HOU,2017,2017-09-14,9,14,8:25,CIN,2,2,Thu,W,L,13,9,4,-4,,5,covered,38,under
NOR,2017,2017-09-24,9,24,1:00,CAR,3,3,Sun,W,L,34,13,21,-21,,5,covered,46.5,over
NYG,2017,2017-09-24,9,24,1:00,PHI,3,3,Sun,L,W,24,27,-3,3,,5,covered,43,over
LAR,2017,2017-10-01,10,1,1:00,DAL,4,4,Sun,W,L,35,30,5,-5,,5,covered,51,over
BAL,2017,2017-10-22,10,22,1:00,MIN,7,7,Sun,L,W,16,24,-8,8,,5,not covered,37.5,over
LAC,2017,2017-11-12,11,12,1:00,JAX,10,9,Sun,L,W,17,20,-3,3,OT,5,covered,40.5,under
WAS,2017,2017-10-23,10,23,8:30,PHI,7,6,Mon,L,W,24,34,-10,10,,5,not covered,48.5,over
CIN,2017,2017-11-12,11,12,1:00,TEN,10,9,Sun,L,W,20,24,-4,4,,4.5,covered,40.5,over
GNB,2017,2017-11-12,11,12,1:00,CHI,10,9,Sun,W,L,23,16,7,-7,,4.5,covered,37.5,over
OAK,2017,2017-12-10,12,10,1:00,KAN,14,13,Sun,L,W,15,26,-11,11,,4.5,not covered,48.5,under
SEA,2017,2017-12-24,12,24,4:25,DAL,16,15,Sun,W,L,21,12,9,-9,,4.5,covered,47,under
CIN,2017,2017-10-22,10,22,4:25,PIT,7,6,Sun,L,W,14,29,-15,15,,4,not covered,40,over
ARI,2017,2017-12-17,12,17,1:00,WAS,15,14,Sun,L,W,15,20,-5,5,,4,not covered,40,under
PHI,2017,2017-09-17,9,17,1:00,KAN,2,2,Sun,L,W,20,27,-7,7,,4,not covered,46.5,over
IND,2017,2017-09-10,9,10,4:05,LAR,1,1,Sun,L,W,9,46,-37,37,,3.5,not covered,41.5,over
IND,2017,2017-12-10,12,10,1:00,BUF,14,13,Sun,L,W,7,13,-6,6,OT,3.5,not covered,36.5,under
DAL,2017,2017-11-12,11,12,4:25,ATL,10,9,Sun,L,W,7,27,-20,20,,3.5,not covered,49,under
DEN,2017,2017-11-26,11,26,4:25,OAK,12,11,Sun,L,W,14,21,-7,7,,3.5,not covered,41,under
MIA,2017,2017-09-17,9,17,4:05,LAC,2,1,Sun,W,L,19,17,2,-2,,3.5,covered,46,under
MIA,2017,2017-12-17,12,17,1:00,BUF,15,15,Sun,L,W,16,24,-8,8,,3.5,not covered,39.5,over
PIT,2017,2017-10-15,10,15,4:25,KAN,6,6,Sun,W,L,19,13,6,-6,,3.5,covered,46,under
OAK,2017,2017-10-01,10,1,4:25,DEN,4,4,Sun,L,W,10,16,-6,6,,3.5,not covered,44,under
ATL,2017,2017-10-22,10,22,8:30,NWE,7,6,Sun,L,W,7,23,-16,16,,3,not covered,56.5,under
BUF,2017,2017-10-08,10,8,1:00,CIN,5,5,Sun,L,W,16,20,-4,4,,3,not covered,39,under
ARI,2017,2017-10-22,10,22,1:00,LAR,7,7,Sun,L,W,0,33,-33,33,,3,not covered,45.5,under
DEN,2017,2017-12-24,12,24,1:00,WAS,16,15,Sun,L,W,11,27,-16,16,,3,not covered,39.5,under
DET,2017,2017-09-18,9,18,8:30,NYG,2,2,Mon,W,L,24,10,14,-14,,3,covered,42,under
GNB,2017,2017-09-17,9,17,8:30,ATL,2,2,Sun,L,W,23,34,-11,11,,3,not covered,55,over
GNB,2017,2017-12-17,12,17,1:00,CAR,15,14,Sun,L,W,24,31,-7,7,,3,not covered,46.5,over
KAN,2017,2017-12-31,12,31,4:25,DEN,17,16,Sun,W,L,27,24,3,-3,,3,covered,37.5,over
MIA,2017,2017-10-26,10,26,8:25,BAL,8,7,Thu,L,W,0,40,-40,40,,3,not covered,38,over
NOR,2017,2017-09-11,9,11,7:10,MIN,1,1,Mon,L,W,19,29,-10,10,,3,not covered,47.5,over
NYG,2017,2017-12-24,12,24,4:25,ARI,16,15,Sun,L,W,0,23,-23,23,,3,not covered,39,under
NYJ,2017,2017-10-22,10,22,1:00,MIA,7,7,Sun,L,W,28,31,-3,3,,3,push,40,over
PHI,2017,2017-10-12,10,12,8:25,CAR,6,6,Thu,W,L,28,23,5,-5,,3,covered,44,over
BAL,2017,2017-10-08,10,8,4:05,OAK,5,5,Sun,W,L,30,17,13,-13,,3,covered,40.5,over
BAL,2017,2017-11-05,11,5,1:00,TEN,9,9,Sun,L,W,20,23,-3,3,,3,push,41,over
LAC,2017,2017-09-11,9,11,10:20,DEN,1,1,Mon,L,W,21,24,-3,3,,3,push,41.5,over
LAC,2017,2017-10-08,10,8,1:00,NYG,5,5,Sun,W,L,27,22,5,-5,,3,covered,45.5,over
LAC,2017,2017-10-15,10,15,4:25,OAK,6,6,Sun,W,L,17,16,1,-1,,3,covered,48.5,under
SEA,2017,2017-12-10,12,10,4:25,JAX,14,13,Sun,L,W,24,30,-6,6,,3,not covered,41,over
TAM,2017,2017-10-22,10,22,1:00,BUF,7,6,Sun,L,W,27,30,-3,3,,3,push,46.5,over
TAM,2017,2017-12-03,12,3,1:00,GNB,13,13,Sun,L,W,20,26,-6,6,OT,3,not covered,45,over
WAS,2017,2017-09-17,9,17,4:25,LAR,2,2,Sun,W,L,27,20,7,-7,,3,covered,46.5,over
CIN,2017,2017-11-19,11,19,4:25,DEN,11,10,Sun,W,L,20,17,3,-3,,2.5,covered,37.5,under
MIA,2017,2017-11-26,11,26,1:00,NWE,12,12,Sun,L,W,17,35,-18,18,,17,not covered,49,over
NYJ,2017,2017-12-31,12,31,1:00,NWE,17,16,Sun,L,W,6,26,-20,20,,17,not covered,43.5,under
NYJ,2017,2017-12-17,12,17,1:00,NOR,15,14,Sun,L,W,19,31,-12,12,,16.5,covered,47,over
CHI,2017,2017-11-26,11,26,1:00,PHI,12,11,Sun,L,W,3,31,-28,28,,14,not covered,43.5,under
GNB,2017,2017-11-26,11,26,8:30,PIT,12,11,Sun,L,W,28,31,-3,3,,14,covered,42.5,over
MIA,2017,2017-10-15,10,15,1:00,ATL,6,5,Sun,W,L,20,17,3,-3,,14,covered,46,under
NYJ,2017,2017-09-17,9,17,4:05,OAK,2,2,Sun,L,W,20,45,-25,25,,14,not covered,44,over
CHI,2017,2017-12-31,12,31,1:00,MIN,17,16,Sun,L,W,10,23,-13,13,,13.5,covered,38.5,under
CLE,2017,2017-12-03,12,3,4:05,LAC,13,12,Sun,L,W,10,19,-9,9,,13.5,covered,45,under
IND,2017,2017-12-23,12,23,4:30,BAL,16,15,Sat,L,W,16,23,-7,7,,13.5,covered,41,under
HOU,2017,2017-09-24,9,24,1:00,NWE,3,3,Sun,L,W,33,36,-3,3,,13.5,covered,44.5,over
NYG,2017,2017-10-15,10,15,8:30,DEN,6,6,Sun,W,L,23,10,13,-13,,13.5,covered,37.5,under
SFO,2017,2017-09-17,9,17,4:25,SEA,2,2,Sun,L,W,9,12,-3,3,,13.5,covered,42,under
SFO,2017,2017-10-29,10,29,1:00,PHI,8,8,Sun,L,W,10,33,-23,23,,13,not covered,45,under
CIN,2017,2017-12-17,12,17,1:00,MIN,15,14,Sun,L,W,7,34,-27,27,,12.5,not covered,42.5,under
IND,2017,2017-10-01,10,1,8:30,SEA,4,4,Sun,L,W,18,46,-28,28,,12.5,not covered,41.5,over
HOU,2017,2017-11-12,11,12,4:05,LAR,10,9,Sun,L,W,7,33,-26,26,,12,not covered,45,under
SFO,2017,2017-10-15,10,15,1:00,WAS,6,6,Sun,L,W,24,26,-2,2,,12,covered,46,over
BUF,2017,2017-12-24,12,24,1:00,NWE,16,15,Sun,L,W,16,37,-21,21,,11,not covered,47.5,over
IND,2017,2017-10-29,10,29,1:00,CIN,8,8,Sun,L,W,23,24,-1,1,,11,covered,44,over
MIA,2017,2017-12-24,12,24,1:00,KAN,16,16,Sun,L,W,13,29,-16,16,,11,not covered,43.5,under
CLE,2017,2017-11-12,11,12,1:00,DET,10,9,Sun,L,W,24,38,-14,14,,10.5,not covered,42.5,over
HOU,2017,2017-12-17,12,17,1:00,JAX,15,14,Sun,L,W,7,45,-38,38,,10.5,not covered,39,over
TAM,2017,2017-11-26,11,26,1:00,ATL,12,12,Sun,L,W,20,34,-14,14,,10.5,not covered,47,over
IND,2017,2017-12-03,12,3,1:00,JAX,13,12,Sun,L,W,10,30,-20,20,,10,not covered,41,under
NYG,2017,2017-12-03,12,3,4:25,OAK,13,12,Sun,L,W,17,24,-7,7,,10,covered,43,under
OAK,2017,2017-12-25,12,25,8:30,PHI,16,15,Mon,L,W,10,19,-9,9,,10,covered,46,under
TAM,2017,2017-12-24,12,24,1:00,CAR,16,16,Sun,L,W,19,22,-3,3,,10,covered,46.5,under
WAS,2017,2017-11-19,11,19,1:00,NOR,11,10,Sun,L,W,31,34,-3,3,OT,9.5,covered,52.5,over
CAR,2017,2017-10-01,10,1,1:00,NWE,4,4,Sun,W,L,33,30,3,-3,,9,covered,48,over
BUF,2017,2017-11-26,11,26,1:00,KAN,12,11,Sun,W,L,16,10,6,-6,,8.5,covered,47,under
MIN,2017,2017-09-17,9,17,1:00,PIT,2,2,Sun,L,W,9,26,-17,17,,8.5,not covered,43,under
BUF,2017,2017-10-01,10,1,1:00,ATL,4,4,Sun,W,L,23,17,6,-6,,8,covered,48,under
CIN,2017,2017-12-31,12,31,4:25,BAL,17,16,Sun,W,L,31,27,4,-4,,8,covered,40,over
ARI,2017,2017-12-31,12,31,4:25,SEA,17,16,Sun,W,L,26,24,2,-2,,8,covered,38,over
