Team1,symbol,Team2,Year,Date,MonthNo,DayNum,Time,Week,Game,Weekday,Team1WL,Team1Pts,Team2Pts,Margin,OT,Spread,vsLine,OU,OU Result
CIN,@,GNB,2017,2017-09-24,9,24,4:25,3,3,Sun,L,24,27,-3,OT,7,covered,47.5,over
IND,@,TEN,2017,2017-10-16,10,16,8:30,6,6,Mon,L,22,36,-14,,7,not covered,46,over
DEN,@,KAN,2017,2017-10-30,10,30,8:30,8,7,Mon,L,19,29,-10,,7,not covered,42,over
DEN,@,PHI,2017,2017-11-05,11,5,1:00,9,8,Sun,L,23,51,-28,,7,not covered,41,over
HOU,@,TEN,2017,2017-12-03,12,3,1:00,13,12,Sun,L,13,24,-11,,7,not covered,42.5,under
NYG,@,WAS,2017,2017-11-23,11,23,8:30,12,11,Thu,L,10,20,-10,,7,not covered,44,under
NYJ,@,BUF,2017,2017-09-10,9,10,1:00,1,1,Sun,L,12,21,-9,,7,not covered,42,under
TEN,@,PIT,2017,2017-11-16,11,16,8:25,11,10,Thu,L,17,40,-23,,7,not covered,44.5,over
OAK,@,LAC,2017,2017-12-31,12,31,4:25,17,16,Sun,L,10,30,-20,,7,not covered,43,under
TAM,@,NOR,2017,2017-11-05,11,5,1:00,9,8,Sun,L,10,30,-20,,7,not covered,54,under
BUF,@,CAR,2017,2017-09-17,9,17,1:00,2,2,Sun,L,3,9,-6,,6.5,covered,43,under
LAC,@,NWE,2017,2017-10-29,10,29,1:00,8,8,Sun,L,13,21,-8,,6.5,not covered,49,under
WAS,@,KAN,2017,2017-10-02,10,2,8:30,4,4,Mon,L,20,29,-9,,6.5,not covered,48,over
CHI,@,CIN,2017,2017-12-10,12,10,1:00,14,13,Sun,W,33,7,26,,6,covered,40.5,under
CIN,@,JAX,2017,2017-11-05,11,5,1:00,9,8,Sun,L,7,23,-16,,6,not covered,38,under
IND,@,HOU,2017,2017-11-05,11,5,1:00,9,9,Sun,W,20,14,6,,6,covered,45,under
ARI,@,PHI,2017,2017-10-08,10,8,1:00,5,5,Sun,L,7,34,-27,,6,not covered,45,under
DET,@,NOR,2017,2017-10-15,10,15,1:00,6,6,Sun,L,38,52,-14,,6,not covered,50.5,over
HOU,@,SEA,2017,2017-10-29,10,29,4:05,8,7,Sun,L,38,41,-3,,6,covered,45,over
NYG,@,DAL,2017,2017-09-10,9,10,8:30,1,1,Sun,L,3,19,-16,,6,not covered,46.5,under
BAL,@,PIT,2017,2017-12-10,12,10,8:30,14,13,Sun,L,38,39,-1,,6,covered,43,over
SFO,@,ARI,2017,2017-10-01,10,1,4:05,4,4,Sun,L,15,18,-3,OT,6,covered,43,under
WAS,@,LAC,2017,2017-12-10,12,10,4:05,14,13,Sun,L,13,30,-17,,6,not covered,46.5,under
ATL,@,NOR,2017,2017-12-24,12,24,1:00,16,15,Sun,L,13,23,-10,,5.5,not covered,52,under
STL,vs,SEA,2013,2013-10-28,10,28,8:30,8,8,Mon,L,9,14,-5,,13,covered,43.5,under
JAX,vs,SFO,2013,2013-10-27,10,27,1:07,8,8,Sun,L,10,42,-32,,14.5,not covered,40,over
WAS,vs,SFO,2013,2013-11-25,11,25,8:40,12,11,Mon,L,6,27,-21,,5,not covered,45.5,under
ATL,vs,CAR,2013,2013-12-29,12,29,1:05,17,16,Sun,L,20,21,-1,,5.5,covered,46.5,under
NYJ,vs,NOR,2013,2013-11-03,11,3,1:04,9,8,Sun,W,26,20,6,,5.5,covered,45.5,over
BUF,vs,CIN,2013,2013-10-13,10,13,1:02,6,6,Sun,L,24,27,-3,OT,6,covered,41,over
IND,vs,DEN,2013,2013-10-20,10,20,8:31,7,7,Sun,W,39,33,6,,6,covered,54.5,over
KAN,vs,DEN,2013,2013-12-01,12,1,4:26,13,12,Sun,L,28,35,-7,,6,not covered,49.5,over
OAK,vs,KAN,2013,2013-12-15,12,15,4:05,15,14,Sun,L,31,56,-25,,6,not covered,44,over
NYJ,vs,TAM,2013,2013-09-08,9,8,1:03,1,1,Sun,W,18,17,1,,6,covered,40,under
TAM,vs,CAR,2013,2013-10-24,10,24,8:29,8,7,Thu,L,13,31,-18,,6.5,not covered,39,over
SDG,vs,HOU,2013,2013-09-09,9,9,10:25,1,1,Mon,L,28,31,-3,,6.5,covered,44,over
HOU,vs,NWE,2013,2013-12-01,12,1,1:02,13,12,Sun,L,31,34,-3,,6.5,covered,49,over
SDG,vs,DEN,2013,2013-11-10,11,10,4:25,10,9,Sun,L,20,28,-8,,7,not covered,56,under
ATL,vs,NOR,2013,2013-11-21,11,21,8:30,12,11,Thu,L,13,17,-4,,7,covered,52.5,under
STL,vs,NOR,2013,2013-12-15,12,15,4:25,15,14,Sun,W,27,16,11,,7,covered,47.5,under
MIN,vs,PHI,2013,2013-12-15,12,15,1:02,15,14,Sun,W,48,30,18,,7,covered,53,over
DAL,vs,PHI,2013,2013-12-29,12,29,8:30,17,16,Sun,L,22,24,-2,,7,covered,54,under
JAX,vs,SDG,2013,2013-10-20,10,20,1:02,7,7,Sun,L,6,24,-18,,7,not covered,44.5,under
MIN,vs,GNB,2013,2013-10-27,10,27,8:30,8,7,Sun,L,31,44,-13,,7.5,not covered,47.5,over
JAX,vs,ARI,2013,2013-11-17,11,17,1:04,11,10,Sun,L,14,27,-13,,9,not covered,40.5,over
DAL,vs,DEN,2013,2013-10-06,10,6,4:25,5,5,Sun,L,48,51,-3,,9,covered,56,over
JAX,vs,IND,2013,2013-09-29,9,29,1:06,4,4,Sun,L,3,37,-34,,9.5,not covered,42.5,under
HOU,vs,DEN,2013,2013-12-22,12,22,1:02,16,15,Sun,L,13,37,-24,,9.5,not covered,53,under
NYG,vs,SEA,2013,2013-12-15,12,15,1:03,15,14,Sun,L,0,23,-23,,9.5,not covered,43.5,under
OAK,vs,DEN,2013,2013-12-29,12,29,4:25,17,16,Sun,L,14,34,-20,,10,not covered,53.5,under
BUF,vs,NWE,2013,2013-09-08,9,8,1:02,1,1,Sun,L,21,23,-2,,10.5,covered,50.5,under
CLE,vs,DET,2013,2013-10-13,10,13,1:02,6,6,Sun,L,17,31,-14,,2.5,not covered,44,over
MIN,vs,DET,2013,2013-12-29,12,29,1:05,17,16,Sun,W,14,13,1,,2.5,covered,50,under
TAM,vs,MIA,2013,2013-11-11,11,11,8:40,10,9,Mon,W,22,19,3,,2.5,covered,39.5,over
OAK,vs,PIT,2013,2013-10-27,10,27,4:05,8,7,Sun,W,21,18,3,,2.5,covered,40,under
ARI,vs,CAR,2013,2013-10-06,10,6,4:05,5,4,Sun,W,22,6,16,,3,covered,41.5,under
MIA,vs,CIN,2013,2013-10-31,10,31,8:29,9,9,Thu,W,22,20,2,OT,3,covered,42,push
TEN,vs,IND,2013,2013-11-14,11,14,8:29,11,10,Thu,L,27,30,-3,,3,not covered,42,over
TEN,vs,ARI,2013,2013-12-15,12,15,4:27,15,14,Sun,L,34,37,-3,OT,3,not covered,43,over
PIT,vs,DET,2013,2013-11-17,11,17,1:02,11,10,Sun,W,37,27,10,,3,covered,45,over
CIN,vs,GNB,2013,2013-09-22,9,22,1:03,3,3,Sun,W,34,30,4,,3,covered,49.5,over
CHI,vs,GNB,2013,2013-12-29,12,29,4:25,17,16,Sun,L,28,33,-5,,3,not covered,51,over
TEN,vs,KAN,2013,2013-10-06,10,6,1:03,5,5,Sun,L,17,26,-9,,3,not covered,38,over
WAS,vs,KAN,2013,2013-12-08,12,8,1:03,14,13,Sun,L,10,45,-35,,3,not covered,44,over
NYJ,vs,NWE,2013,2013-10-20,10,20,1:03,7,7,Sun,W,30,27,3,OT,3,covered,43,over
CAR,vs,NYG,2013,2013-09-22,9,22,1:03,3,3,Sun,W,38,0,38,,3,covered,46.5,under
STL,vs,TEN,2013,2013-11-03,11,3,1:00,9,8,Sun,L,21,28,-7,,3,not covered,41,over
TAM,vs,PHI,2013,2013-10-13,10,13,1:03,6,6,Sun,L,20,31,-11,,3,not covered,44.5,over
MIN,vs,PIT,2013,2013-09-29,9,29,1:07,4,4,Sun,W,34,27,7,,3,covered,41.5,over
MIA,vs,SDG,2013,2013-11-17,11,17,4:05,11,10,Sun,W,20,16,4,,3,covered,44.5,under
IND,vs,SEA,2013,2013-10-06,10,6,1:03,5,5,Sun,W,34,28,6,,3,covered,43.5,over
ATL,vs,SEA,2013,2013-11-10,11,10,1:03,10,10,Sun,L,10,33,-23,,3,not covered,47,under
TEN,vs,SFO,2013,2013-10-20,10,20,4:06,7,7,Sun,L,17,31,-14,,3,not covered,41,over
BUF,vs,CAR,2013,2013-09-15,9,15,1:02,2,2,Sun,W,24,23,1,,3.5,covered,43.5,over
JAX,vs,HOU,2013,2013-12-05,12,5,8:29,14,13,Thu,W,27,20,7,,3.5,covered,43.5,over
CAR,vs,SEA,2013,2013-09-08,9,8,1:04,1,1,Sun,L,7,12,-5,,3.5,not covered,44.5,under
JAX,vs,BUF,2013,2013-12-15,12,15,1:02,15,14,Sun,L,20,27,-7,,4,not covered,43,over
MIA,vs,CAR,2013,2013-11-24,11,24,1:03,12,11,Sun,L,16,20,-4,,4,not covered,40,under
NYG,vs,DEN,2013,2013-09-15,9,15,4:25,2,2,Sun,L,23,41,-18,,4,not covered,52.5,over
TAM,vs,NOR,2013,2013-09-15,9,15,4:05,2,2,Sun,L,14,16,-2,,4,covered,48.5,under
JAX,vs,TEN,2013,2013-12-22,12,22,1:02,16,15,Sun,L,16,20,-4,,4,not covered,44,under
BUF,vs,BAL,2013,2013-09-29,9,29,1:02,4,4,Sun,W,23,20,3,,4,covered,45,under
STL,vs,SFO,2013,2013-09-26,9,26,8:25,4,4,Thu,L,11,35,-24,,4,not covered,42.5,over
OAK,vs,WAS,2013,2013-09-29,9,29,4:25,4,4,Sun,L,14,24,-10,,4,not covered,45.5,under
CLE,vs,CIN,2013,2013-09-29,9,29,1:06,4,4,Sun,W,17,6,11,,4.5,covered,42.5,under
JAX,vs,KAN,2013,2013-09-08,9,8,1:03,1,1,Sun,L,2,28,-26,,4.5,not covered,42.5,under
BUF,vs,KAN,2013,2013-11-03,11,3,1:02,9,9,Sun,L,13,23,-10,,4.5,not covered,40.5,under
ARI,vs,SEA,2013,2013-10-17,10,17,8:25,7,7,Thu,L,22,34,-12,,4.5,not covered,41,over
TAM,vs,SFO,2013,2013-12-15,12,15,1:02,15,14,Sun,L,14,33,-19,,4.5,not covered,41,over
OAK,vs,SDG,2013,2013-10-06,10,6,11:35,5,5,Sun,W,27,17,10,,5,covered,46,under
TAM,vs,ARI,2013,2013-09-29,9,29,1:03,4,4,Sun,L,10,13,-3,,-2.5,not covered,40,under
PHI,vs,DAL,2013,2013-10-20,10,20,1:02,7,7,Sun,L,3,17,-14,,-2.5,not covered,55,under
NYG,vs,DAL,2013,2013-11-24,11,24,4:25,12,11,Sun,L,21,24,-3,,-2.5,not covered,44.5,over
CLE,vs,MIA,2013,2013-09-08,9,8,1:02,1,1,Sun,L,10,23,-13,,-2.5,not covered,40.5,under
NWE,vs,NOR,2013,2013-10-13,10,13,4:25,6,6,Sun,W,30,27,3,,-2.5,covered,51,over
MIA,vs,NWE,2013,2013-12-15,12,15,1:02,15,14,Sun,W,24,20,4,,-2.5,covered,46.5,under
MIA,vs,BAL,2013,2013-10-06,10,6,1:02,5,5,Sun,L,23,26,-3,,-2.5,not covered,42.5,over
PIT,vs,BAL,2013,2013-10-20,10,20,4:25,7,7,Sun,W,19,16,3,,-2.5,covered,41,under
SEA,vs,SFO,2013,2013-09-15,9,15,8:31,2,2,Sun,W,29,3,26,,-2.5,covered,43.5,under
TAM,vs,ATL,2013,2013-11-17,11,17,1:03,11,10,Sun,W,41,28,13,,-2,covered,43.5,over
BAL,vs,CIN,2013,2013-11-10,11,10,1:02,10,10,Sun,W,20,17,3,OT,-2,covered,44,under
PHI,vs,DET,2013,2013-12-08,12,8,1:02,14,13,Sun,W,34,20,14,,-2,covered,51,over
NYJ,vs,MIA,2013,2013-12-01,12,1,1:02,13,12,Sun,L,3,23,-20,,-2,not covered,39.5,under
CLE,vs,PIT,2013,2013-11-24,11,24,1:03,12,11,Sun,L,11,27,-16,,-2,not covered,40,under
GNB,vs,PIT,2013,2013-12-22,12,22,4:25,16,15,Sun,L,31,38,-7,,-2,not covered,43.5,over
SFO,vs,SEA,2013,2013-12-08,12,8,4:26,14,13,Sun,W,19,17,2,,-2,not covered,41,under
STL,vs,CHI,2013,2013-11-24,11,24,1:00,12,11,Sun,W,42,21,21,,-1.5,covered,46,over
DET,vs,CIN,2013,2013-10-20,10,20,1:02,7,7,Sun,L,24,27,-3,,-1.5,not covered,45.5,over
NYJ,vs,CLE,2013,2013-12-22,12,22,1:02,16,15,Sun,W,24,13,11,,-1.5,covered,41.5,under
CHI,vs,DAL,2013,2013-12-09,12,9,8:40,14,13,Mon,W,45,28,17,,-1.5,covered,49,over
BAL,vs,NWE,2013,2013-12-22,12,22,4:25,16,15,Sun,L,7,41,-34,,-1.5,not covered,45.5,over
NYG,vs,PHI,2013,2013-10-06,10,6,1:02,5,5,Sun,L,21,36,-15,,-1.5,not covered,53.5,over
MIN,vs,CHI,2013,2013-12-01,12,1,1:05,13,12,Sun,W,23,20,3,OT,-1,covered,48.5,under
CLE,vs,CHI,2013,2013-12-15,12,15,1:03,15,14,Sun,L,31,38,-7,,-1,not covered,43.5,over
WAS,vs,NYG,2013,2013-12-01,12,1,8:31,13,12,Sun,L,17,24,-7,,-1,not covered,45.5,under
OAK,vs,PHI,2013,2013-11-03,11,3,4:05,9,9,Sun,L,20,49,-29,,-1,not covered,45.5,over
SDG,vs,IND,2013,2013-10-14,10,14,8:40,6,6,Mon,W,19,9,10,,0,covered,50.5,under
WAS,vs,SDG,2013,2013-11-03,11,3,1:03,9,8,Sun,W,30,24,6,OT,0,covered,49.5,over
WAS,vs,CHI,2013,2013-10-20,10,20,1:05,7,7,Sun,W,45,41,4,,1,covered,47.5,over
HOU,vs,IND,2013,2013-11-03,11,3,8:30,9,8,Sun,L,24,27,-3,,1,not covered,42.5,over
WAS,vs,DET,2013,2013-09-22,9,22,1:03,3,3,Sun,L,20,27,-7,,1,not covered,48.5,under
BAL,vs,HOU,2013,2013-09-22,9,22,1:03,3,3,Sun,W,30,9,21,,1,covered,44.5,under
CIN,vs,NWE,2013,2013-10-06,10,6,1:02,5,5,Sun,W,13,6,7,,1,covered,45.5,under
GNB,vs,PHI,2013,2013-11-10,11,10,1:02,10,10,Sun,L,13,27,-14,,1,not covered,47,under
CLE,vs,BAL,2013,2013-11-03,11,3,4:25,9,8,Sun,W,24,18,6,,1,covered,41.5,over
MIN,vs,WAS,2013,2013-11-07,11,7,8:35,10,9,Thu,W,34,27,7,,1,covered,48,over
SDG,vs,CIN,2013,2013-12-01,12,1,4:25,13,12,Sun,L,10,17,-7,,1.5,not covered,48.5,under
PIT,vs,CIN,2013,2013-12-15,12,15,8:30,15,14,Sun,W,30,20,10,,1.5,covered,44.5,over
SDG,vs,DAL,2013,2013-09-29,9,29,4:25,4,4,Sun,W,30,21,9,,1.5,covered,47,over
CHI,vs,DET,2013,2013-11-10,11,10,1:03,10,9,Sun,L,19,21,-2,,1.5,not covered,52,under
BUF,vs,MIA,2013,2013-12-22,12,22,1:02,16,15,Sun,W,19,0,19,,1.5,covered,42,under
CHI,vs,NOR,2013,2013-10-06,10,6,1:02,5,5,Sun,L,18,26,-8,,1.5,not covered,50.5,under
NYJ,vs,PIT,2013,2013-10-13,10,13,1:03,6,5,Sun,L,6,19,-13,,1.5,not covered,40.5,under
ARI,vs,DET,2013,2013-09-15,9,15,4:05,2,2,Sun,W,25,21,4,,2,covered,47.5,under
BAL,vs,GNB,2013,2013-10-13,10,13,1:02,6,5,Sun,L,17,19,-2,,2,not covered,48.5,under
HOU,vs,JAX,2013,2013-11-24,11,24,1:02,12,11,Sun,L,6,13,-7,,2,not covered,44,under
BUF,vs,NYJ,2013,2013-11-17,11,17,1:02,11,10,Sun,W,37,14,23,,2,covered,39.5,over
OAK,vs,TEN,2013,2013-11-24,11,24,4:05,12,11,Sun,L,19,23,-4,,2,not covered,42,push
HOU,vs,SEA,2013,2013-09-29,9,29,1:03,4,4,Sun,L,20,23,-3,OT,2,not covered,41,over
PIT,vs,CHI,2013,2013-09-22,9,22,8:30,3,3,Sun,L,23,40,-17,,2.5,not covered,40.5,over
WAS,vs,DAL,2013,2013-12-22,12,22,1:03,16,15,Sun,L,23,24,-1,,2.5,covered,51,under
NWE,vs,DEN,2013,2013-11-24,11,24,8:30,12,11,Sun,W,34,31,3,OT,2.5,covered,54,over
NWE,vs,MIA,2013,2013-10-27,10,27,1:02,8,7,Sun,W,27,17,10,,-5.5,covered,46.5,under
GNB,vs,MIN,2013,2013-11-24,11,24,1:02,12,11,Sun,W,26,26,0,OT,-5.5,not covered,44.5,over
PHI,vs,NYG,2013,2013-10-27,10,27,1:02,8,8,Sun,L,7,15,-8,,-5.5,not covered,49,under
NWE,vs,PIT,2013,2013-11-03,11,3,4:25,9,8,Sun,W,55,31,24,,-5.5,covered,42.5,over
ATL,vs,STL,2013,2013-09-15,9,15,1:03,2,2,Sun,W,31,24,7,,-5.5,covered,47.5,over
DET,vs,BAL,2013,2013-12-16,12,16,8:40,15,14,Mon,L,16,18,-2,,-5.5,not covered,49,under
DAL,vs,WAS,2013,2013-10-13,10,13,8:31,6,5,Sun,W,31,16,15,,-5.5,covered,52,under
ATL,vs,WAS,2013,2013-12-15,12,15,1:03,15,14,Sun,W,27,26,1,,-5.5,not covered,50,over
SFO,vs,GNB,2013,2013-09-08,9,8,4:26,1,1,Sun,W,34,28,6,,-5,covered,48,over
OAK,vs,JAX,2013,2013-09-15,9,15,4:25,2,2,Sun,W,19,9,10,,-5,covered,40.5,under
SEA,vs,NOR,2013,2013-12-02,12,2,8:41,13,12,Mon,W,34,7,27,,-5,covered,48.5,under
BUF,vs,ATL,2013,2013-12-01,12,1,4:05,13,12,Sun,L,31,34,-3,OT,-4.5,not covered,48,over
CIN,vs,CLE,2013,2013-11-17,11,17,1:02,11,10,Sun,W,41,20,21,,-4.5,covered,40,over
SFO,vs,HOU,2013,2013-10-06,10,6,8:31,5,5,Sun,W,34,3,31,,-4.5,covered,43,under
DET,vs,MIN,2013,2013-09-08,9,8,1:02,1,1,Sun,W,34,24,10,,-4.5,covered,46,over
KAN,vs,NYG,2013,2013-09-29,9,29,1:02,4,4,Sun,W,31,7,24,,-4.5,covered,43.5,under
CIN,vs,NYJ,2013,2013-10-27,10,27,4:06,8,8,Sun,W,49,9,40,,-4.5,covered,40.5,over
WAS,vs,PHI,2013,2013-09-09,9,9,7:10,1,1,Mon,L,27,33,-6,,-4.5,not covered,52,over
ARI,vs,STL,2013,2013-12-08,12,8,4:25,14,13,Sun,W,30,10,20,,-4.5,covered,41,under
CLE,vs,BUF,2013,2013-10-03,10,3,8:29,5,5,Thu,W,37,24,13,,-4,covered,40.5,over
DAL,vs,GNB,2013,2013-12-15,12,15,4:25,15,14,Sun,L,36,37,-1,,-4,not covered,50,over
SDG,vs,NYG,2013,2013-12-08,12,8,4:25,14,13,Sun,W,37,14,23,,-4,covered,47,over
PHI,vs,WAS,2013,2013-11-17,11,17,1:02,11,10,Sun,W,24,16,8,,-4,covered,54.5,under
NOR,vs,ATL,2013,2013-09-08,9,8,1:03,1,1,Sun,W,23,17,6,,-3.5,covered,54.5,under
GNB,vs,ATL,2013,2013-12-08,12,8,1:02,14,13,Sun,W,22,21,1,,-3.5,not covered,47,under
STL,vs,ARI,2013,2013-09-08,9,8,4:23,1,1,Sun,W,27,24,3,,-3.5,not covered,41.5,over
PHI,vs,ARI,2013,2013-12-01,12,1,1:02,13,12,Sun,W,24,21,3,,-3.5,not covered,48,under
ARI,vs,HOU,2013,2013-11-10,11,10,4:25,10,9,Sun,W,27,24,3,,-3.5,not covered,41.5,over
PHI,vs,KAN,2013,2013-09-19,9,19,8:29,3,3,Thu,L,16,26,-10,,-3.5,not covered,50,under
NYG,vs,MIN,2013,2013-10-21,10,21,8:40,7,6,Mon,W,23,7,16,,-3.5,covered,47.5,under
DAL,vs,NYG,2013,2013-09-08,9,8,8:30,1,1,Sun,W,36,31,5,,-3.5,covered,49.5,over
TEN,vs,NYJ,2013,2013-09-29,9,29,4:05,4,4,Sun,W,38,13,25,,-3.5,covered,40.5,over
BAL,vs,NYJ,2013,2013-11-24,11,24,1:02,12,11,Sun,W,19,3,16,,-3.5,covered,38,under
IND,vs,TEN,2013,2013-12-01,12,1,1:02,13,12,Sun,W,22,14,8,,-3.5,covered,46,under
DAL,vs,STL,2013,2013-09-22,9,22,1:02,3,3,Sun,W,31,7,24,,-3.5,covered,47.5,under
CHI,vs,BAL,2013,2013-11-17,11,17,1:02,11,10,Sun,W,23,20,3,OT,-3.5,not covered,40.5,over
NOR,vs,SFO,2013,2013-11-17,11,17,4:25,11,10,Sun,W,23,20,3,,-3.5,not covered,50,under
STL,vs,TAM,2013,2013-12-22,12,22,1:00,16,15,Sun,W,23,13,10,,-3.5,covered,43,under
NYG,vs,WAS,2013,2013-12-29,12,29,1:04,17,16,Sun,W,20,6,14,,-3.5,covered,44,under
ARI,vs,ATL,2013,2013-10-27,10,27,4:25,8,7,Sun,W,27,13,14,,-3,covered,44.5,under
NOR,vs,CAR,2013,2013-12-08,12,8,8:30,14,13,Sun,W,31,13,18,,-3,covered,47,under
PHI,vs,CHI,2013,2013-12-22,12,22,8:30,16,15,Sun,W,54,11,43,,-3,covered,53.5,over
CHI,vs,CIN,2013,2013-09-08,9,8,1:02,1,1,Sun,W,24,21,3,,-3,not covered,41.5,over
ARI,vs,IND,2013,2013-11-24,11,24,4:05,12,11,Sun,W,40,11,29,,-3,covered,44.5,over
KAN,vs,DAL,2013,2013-09-15,9,15,1:02,2,2,Sun,W,17,16,1,,-3,not covered,45,under
DET,vs,DAL,2013,2013-10-27,10,27,1:03,8,8,Sun,W,31,30,1,,-3,not covered,51,over
NYG,vs,GNB,2013,2013-11-17,11,17,4:25,11,10,Sun,W,27,13,14,,-3,covered,41,under
IND,vs,MIA,2013,2013-09-15,9,15,1:02,2,2,Sun,L,20,24,-4,,-3,not covered,43.5,over
PIT,vs,MIA,2013,2013-12-08,12,8,1:02,14,13,Sun,L,28,34,-6,,-3,not covered,40.5,over
CAR,vs,NOR,2013,2013-12-22,12,22,1:04,16,15,Sun,W,17,13,4,,-3,covered,44.5,under
ATL,vs,NWE,2013,2013-09-29,9,29,8:30,4,4,Sun,L,23,30,-7,,-3,not covered,49,over
CAR,vs,NWE,2013,2013-11-18,11,18,8:42,11,10,Mon,W,24,20,4,,-3,covered,46.5,under
BAL,vs,PIT,2013,2013-11-28,11,28,8:31,13,12,Thu,W,22,20,2,,-3,not covered,39.5,over
NYJ,vs,OAK,2013,2013-12-08,12,8,1:02,14,13,Sun,W,37,27,10,,-3,covered,39,over
TEN,vs,SDG,2013,2013-09-22,9,22,1:03,3,3,Sun,W,20,17,3,,-3,not covered,43,under
KAN,vs,SDG,2013,2013-11-24,11,24,1:03,12,11,Sun,L,38,41,-3,,-3,not covered,43,over
ARI,vs,SFO,2013,2013-12-29,12,29,4:25,17,16,Sun,L,20,23,-3,,-3,not covered,41,over
MIA,vs,ATL,2013,2013-09-22,9,22,4:05,3,3,Sun,W,27,23,4,,-2.5,covered,45.5,over
NYJ,vs,BUF,2013,2013-09-22,9,22,4:25,3,3,Sun,W,27,20,7,,-2.5,covered,41,over
PIT,vs,BUF,2013,2013-11-10,11,10,1:02,10,10,Sun,W,23,10,13,,-2.5,covered,42.5,under
TAM,vs,BUF,2013,2013-12-08,12,8,1:02,14,13,Sun,W,27,6,21,,-2.5,covered,42.5,under
MIN,vs,CAR,2013,2013-10-13,10,13,1:05,6,5,Sun,L,10,35,-25,,-2.5,not covered,44.5,over
DET,vs,CHI,2013,2013-09-29,9,29,1:03,4,4,Sun,W,40,32,8,,-2.5,covered,48,over
DEN,vs,JAX,2013,2013-10-13,10,13,4:05,6,6,Sun,W,35,19,16,,-26.5,not covered,53,over
SEA,vs,JAX,2013,2013-09-22,9,22,4:26,3,3,Sun,W,45,17,28,,-20,covered,39,over
DEN,vs,OAK,2013,2013-09-23,9,23,8:40,3,3,Mon,W,37,21,16,,-16.5,not covered,48.5,over
SFO,vs,ATL,2013,2013-12-23,12,23,8:40,16,15,Mon,W,34,24,10,,-14.5,not covered,46,over
SDG,vs,KAN,2013,2013-12-29,12,29,4:26,17,16,Sun,W,27,24,3,OT,-14.5,not covered,45,over
SEA,vs,TAM,2013,2013-11-03,11,3,4:05,9,8,Sun,W,27,24,3,OT,-14.5,not covered,40,over
DEN,vs,TEN,2013,2013-12-08,12,8,4:05,14,13,Sun,W,51,28,23,,-13.5,covered,49.5,over
SEA,vs,MIN,2013,2013-11-17,11,17,4:26,11,10,Sun,W,41,20,21,,-13,covered,45,over
SEA,vs,STL,2013,2013-12-29,12,29,4:26,17,16,Sun,W,27,9,18,,-12.5,covered,41,under
TEN,vs,JAX,2013,2013-11-10,11,10,1:02,10,9,Sun,L,27,29,-2,,-11.5,not covered,42,over
IND,vs,JAX,2013,2013-12-29,12,29,1:02,17,16,Sun,W,30,10,20,,-11.5,covered,45,under
NWE,vs,NYJ,2013,2013-09-12,9,12,8:29,2,2,Thu,W,13,10,3,,-11.5,not covered,43,under
SEA,vs,TEN,2013,2013-10-13,10,13,4:06,6,6,Sun,W,20,13,7,,-11.5,not covered,42,under
DEN,vs,PHI,2013,2013-09-29,9,29,4:25,4,4,Sun,W,52,20,32,,-11.5,covered,57.5,over
IND,vs,OAK,2013,2013-09-08,9,8,1:02,1,1,Sun,W,21,17,4,,-11.5,not covered,45,under
STL,vs,JAX,2013,2013-10-06,10,6,1:00,5,5,Sun,W,34,20,14,,-11,covered,40.5,over
DEN,vs,WAS,2013,2013-10-27,10,27,4:25,8,7,Sun,W,45,21,24,,-11,covered,58.5,over
NOR,vs,BUF,2013,2013-10-27,10,27,1:02,8,8,Sun,W,35,17,18,,-10.5,covered,48.5,over
SFO,vs,ARI,2013,2013-10-13,10,13,4:25,6,6,Sun,W,32,20,12,,-10.5,covered,40.5,over
ATL,vs,NYJ,2013,2013-10-07,10,7,8:40,5,5,Mon,L,28,30,-2,,-10.5,not covered,45,over
HOU,vs,OAK,2013,2013-11-17,11,17,1:03,11,10,Sun,L,23,28,-5,,-10.5,not covered,41,over
NOR,vs,TAM,2013,2013-12-29,12,29,4:25,17,16,Sun,W,42,17,25,,-10.5,covered,47,over
SFO,vs,IND,2013,2013-09-22,9,22,4:25,3,3,Sun,L,7,27,-20,,-10,not covered,45.5,under
CAR,vs,NYJ,2013,2013-12-15,12,15,4:05,15,14,Sun,W,30,20,10,,-10,not covered,41,over
GNB,vs,CHI,2013,2013-11-04,11,4,8:40,9,8,Mon,L,20,27,-7,,-9.5,not covered,50.5,under
GNB,vs,CLE,2013,2013-10-20,10,20,4:25,7,7,Sun,W,31,13,18,,-9.5,covered,45,under
NWE,vs,CLE,2013,2013-12-08,12,8,1:02,14,13,Sun,W,27,26,1,,-9.5,not covered,47.5,over
PIT,vs,CLE,2013,2013-12-29,12,29,1:02,17,16,Sun,W,20,7,13,,-9.5,covered,44.5,under
GNB,vs,DET,2013,2013-10-06,10,6,1:02,5,5,Sun,W,22,9,13,,-9.5,covered,53,under
DEN,vs,SDG,2013,2013-12-12,12,12,8:29,15,14,Thu,L,20,27,-7,,-9.5,not covered,56.5,under
SEA,vs,ARI,2013,2013-12-22,12,22,4:06,16,15,Sun,L,10,17,-7,,-9,not covered,42.5,under
DET,vs,NYG,2013,2013-12-22,12,22,4:05,16,15,Sun,L,20,23,-3,OT,-9,not covered,47,under
HOU,vs,TEN,2013,2013-09-15,9,15,1:03,2,2,Sun,W,30,24,6,OT,-9,not covered,42.5,over
